Resolution	ChrNr	START	END	meanS_Euclidean
40000	14	51840000	71840000	1.8098273136553733
40000	20	34600000	54600000	1.806981561824731
40000	6	10920000	30960000	1.8068378747939773
40000	6	53920000	75640000	1.806567815023083
40000	4	18120000	38120000	1.8062778299712299
40000	4	135880000	155880000	1.8024226934191436
40000	20	17080000	39240000	1.8019167457567764
40000	6	65960000	85960000	1.8016976691470354
40000	20	34840000	54840000	1.8016104110368432
40000	4	12120000	32120000	1.7933997965203698
40000	20	36040000	56040000	1.7913144185722822
40000	10	42800000	62880000	1.791281518212181
40000	4	138280000	158280000	1.7905416598534405
40000	10	43280000	63360000	1.790449581674314
40000	2	127760000	147800000	1.7895184347943596
40000	12	52600000	72600000	1.7893663303703151
40000	14	53040000	73040000	1.7888172161778702
40000	2	65520000	85520000	1.7885848210038506
40000	20	35800000	55800000	1.786992426402202
40000	10	29560000	51600000	1.778637048505382
40000	4	139000000	159000000	1.7781618618197748
40000	4	138520000	158520000	1.7768027438780463
40000	4	15480000	35480000	1.7752924973507433
40000	6	10680000	30720000	1.7751115830393838
40000	20	39160000	59160000	1.7750096851019255
40000	20	36280000	56280000	1.7739410626823737
40000	6	11640000	31680000	1.7732365459469852
40000	2	63600000	83600000	1.7728906298988392
40000	12	52360000	72360000	1.77267811692374
40000	20	35080000	55080000	1.7703696558244877
40000	10	34360000	56400000	1.7696367840404073
40000	12	52840000	72840000	1.7689764024816306
40000	4	138760000	158760000	1.7628631571700781
40000	10	28600000	50640000	1.76052919492164
40000	12	53320000	73320000	1.760026626213178
40000	6	133880000	153880000	1.7594015107861873
40000	10	28120000	50160000	1.7586032209829927
40000	4	135400000	155400000	1.7570784876646417
40000	20	34360000	54360000	1.7504439649381995
40000	12	53080000	73080000	1.7436928815711112
40000	2	128240000	148280000	1.741847180385818
40000	4	135640000	155640000	1.7371918884678
40000	14	30000000	50000000	1.7361262059255
40000	4	18360000	38360000	1.7347508083174425
40000	10	27880000	49920000	1.734344748563722
40000	6	53200000	74920000	1.7319404020297282
40000	20	14680000	36840000	1.731206594667513
40000	2	127520000	147560000	1.730363629747859
40000	4	15000000	35000000	1.7278067851231056
40000	10	28360000	50400000	1.7203633486306789
40000	10	39200000	61200000	1.720251571908254
40000	6	123560000	143560000	1.7192140255434805
40000	4	135160000	155160000	1.7189078760307348
40000	4	15240000	35240000	1.7186839028935175
40000	6	11880000	31920000	1.7165387286189626
40000	10	87520000	107520000	1.712404081988672
40000	12	14640000	34640000	1.710723064722556
40000	12	52120000	72120000	1.7105507984925985
40000	10	39440000	61440000	1.7056740290798749
40000	6	53680000	75400000	1.704580455010448
40000	4	134920000	154920000	1.7044704147564345
40000	4	14280000	34280000	1.7040324609523596
40000	14	86880000	106880000	1.7040139825015743
40000	12	53560000	73560000	1.7031234882891988
40000	6	52960000	74680000	1.7007191104196435
40000	20	32920000	52920000	1.7005997600280196
40000	14	27600000	47600000	1.7001044463366461
40000	10	40800000	61680000	1.699379642312687
40000	2	66000000	86000000	1.6989826224628102
40000	6	53440000	75160000	1.696645022075508
40000	6	52720000	74440000	1.696143195194379
40000	20	37000000	57000000	1.6904637562074176
40000	18	40000	25040000	1.6891336409429663
40000	10	38960000	60960000	1.6879796558205598
40000	18	11800000	36800000	1.687973168397012
40000	14	51600000	71600000	1.687023306775089
40000	12	110920000	130920000	1.6862506578249092
40000	10	88000000	108000000	1.6839078111107861
40000	20	14440000	36600000	1.683277541529499
40000	2	65760000	85760000	1.681920588735099
40000	14	53280000	73280000	1.6806737303945931
40000	10	87760000	107760000	1.6802150652457748
40000	4	142120000	162120000	1.6801083065008706
40000	2	127280000	147320000	1.6795378687843499
40000	18	12040000	37040000	1.6759528539981785
40000	2	127040000	147080000	1.6728040829254933
40000	10	87280000	107280000	1.6720320820990484
40000	2	66240000	86240000	1.6697381959785254
40000	6	52480000	74200000	1.669136303334138
40000	20	38920000	58920000	1.669127748414831
40000	10	29800000	51840000	1.668566578934769
40000	2	128480000	148520000	1.6643466508364384
40000	10	34120000	56160000	1.6631767708495053
40000	10	27640000	49680000	1.6628129687936324
40000	18	11560000	36560000	1.6626428226994339
40000	20	32680000	52680000	1.6617848700138376
40000	20	36760000	56760000	1.6616462138523953
40000	20	17320000	39480000	1.6559506161192414
40000	18	280000	25280000	1.6557515294870608
40000	20	33160000	53160000	1.6554093473110199
40000	2	126800000	146840000	1.6531269249387304
40000	10	31480000	53520000	1.652681658627985
40000	6	52240000	73960000	1.6508514853349636
40000	12	14880000	34920000	1.6502036689167294
40000	6	12840000	32880000	1.6468367179636434
40000	4	14520000	34520000	1.6461549680739909
40000	4	11880000	31880000	1.644777902210697
40000	6	10200000	30240000	1.6418771462137354
40000	6	13080000	33120000	1.6412668006203452
40000	10	31240000	53280000	1.6407852781867873
40000	20	32440000	52440000	1.6397977973105515
40000	14	27360000	47360000	1.6377734835520432
40000	4	134680000	154680000	1.6376026074899526
40000	20	37240000	57240000	1.6345449866891475
40000	12	53800000	73800000	1.632855351733827
40000	10	27400000	49440000	1.6317876149174237
40000	14	51360000	71360000	1.6302163351865444
40000	18	12280000	37280000	1.6294976565919228
40000	4	18600000	38600000	1.628987658580349
40000	6	12600000	32640000	1.628531554175721
40000	12	14400000	34400000	1.6272569181927132
40000	10	41720000	61920000	1.6260949202687633
40000	2	128720000	148760000	1.62277130418908
40000	10	31000000	53040000	1.6210099847193395
40000	10	42560000	62640000	1.614741757141018
40000	10	27160000	49200000	1.614669411547692
40000	10	26920000	48960000	1.611613111249648
40000	10	43520000	63600000	1.6087091137700609
40000	10	88240000	108240000	1.6076594901430907
40000	2	66480000	86480000	1.6069176869292787
40000	14	53520000	73520000	1.604248592676581
40000	6	12120000	32160000	1.6040019658572817
40000	6	66200000	86200000	1.602487911850626
40000	14	27120000	47120000	1.6021438395678391
40000	4	14760000	34760000	1.6014605673466058
40000	6	52000000	73720000	1.6010902074533633
40000	20	34120000	54120000	1.5992386695095941
40000	14	51120000	71120000	1.5980677996246275
40000	10	31720000	53760000	1.5960389577013905
40000	6	123320000	143320000	1.5947005270752668
40000	6	12360000	32400000	1.5903291143479763
40000	20	33400000	53400000	1.5888495427058233
40000	2	63360000	83360000	1.5871121839519038
40000	10	30040000	52080000	1.586843475787908
40000	12	61720000	81720000	1.586827896760911
40000	12	24720000	44760000	1.5856999179048687
40000	2	128960000	149000000	1.5855533036290674
40000	12	110680000	130680000	1.585128010866072
40000	18	520000	25520000	1.583619207758843
40000	6	134120000	154120000	1.5830395556397436
40000	2	126560000	146600000	1.5803914004012432
40000	20	33640000	53640000	1.5799641137103826
40000	20	38680000	58680000	1.5765575495820332
40000	10	33880000	55920000	1.57434783688377
40000	6	84920000	104920000	1.5729566958780044
40000	4	134440000	154440000	1.5714860997911246
40000	12	61480000	81480000	1.5704493185233515
40000	10	87040000	107040000	1.565355661707084
40000	20	37480000	57480000	1.5625452709879146
40000	12	61960000	81960000	1.5614502288851126
40000	10	42080000	62160000	1.5609904840987916
40000	10	44000000	64080000	1.5600428055384559
40000	10	89440000	109440000	1.5576379720713576
40000	2	169320000	189320000	1.555037726603957
40000	4	134200000	154200000	1.5545676848833656
40000	10	26680000	48720000	1.5545019865111394
40000	14	26880000	46880000	1.5542563978825548
40000	18	1720000	26720000	1.5482185718736654
40000	6	84680000	104680000	1.548057393026352
40000	14	86640000	106640000	1.5463233649743433
40000	14	53760000	73760000	1.5458333227138736
40000	10	43760000	63840000	1.545047062965225
40000	10	44240000	64320000	1.5439965333561132
40000	10	89680000	109680000	1.542038196262889
40000	18	1480000	26480000	1.5417101123206247
40000	12	15120000	35160000	1.5411303793336237
40000	2	129200000	149240000	1.5389240263051096
40000	10	31960000	54000000	1.535538787861742
40000	10	86560000	106560000	1.5350373127933594
40000	20	38200000	58200000	1.534518059533471
40000	14	30240000	50240000	1.5320191713066957
40000	20	37720000	57720000	1.5317601411561659
40000	14	50880000	70880000	1.5311459037923356
40000	10	86800000	106800000	1.5290950860405612
40000	18	760000	25760000	1.52643928152154
40000	20	37960000	57960000	1.5187259253927812
40000	12	51880000	71880000	1.5186591956064948
40000	2	129440000	149480000	1.5184911419016134
40000	14	54000000	74000000	1.518243032002447
40000	20	17560000	39720000	1.5145876193826036
40000	4	58080000	78120000	1.5115085886534814
40000	4	58320000	78360000	1.5103847966698458
40000	6	51760000	73480000	1.5101036172555762
40000	12	24480000	44520000	1.509797053385823
40000	2	169560000	189560000	1.5096586276597712
40000	18	1240000	26240000	1.509216224265287
40000	18	1000000	26000000	1.5081082019964516
40000	12	54040000	74040000	1.5074692448821958
40000	20	32200000	52200000	1.5056395141478187
40000	4	11640000	31640000	1.5052930147215295
40000	20	38440000	58440000	1.505255340202116
40000	2	66720000	86720000	1.504661327311277
40000	20	17800000	39960000	1.5032874072797906
40000	10	88480000	108480000	1.5024028351534515
40000	14	26640000	46640000	1.5010054137813198
40000	2	169080000	189080000	1.4970988975603665
40000	4	58560000	78600000	1.496904907359866
40000	10	33640000	55680000	1.4957522144804167
40000	14	54240000	74240000	1.4956011196512684
40000	6	13320000	33360000	1.4950211921623817
40000	14	24480000	44480000	1.4946855535772432
40000	4	142360000	162360000	1.4941724597329786
40000	4	56640000	76680000	1.4939439151957028
40000	12	14160000	34160000	1.493351061313547
40000	20	14200000	36360000	1.4932145509428674
40000	20	13720000	35880000	1.4930152775212864
40000	2	129680000	149720000	1.4916533357696362
40000	2	114320000	134360000	1.4915403338220639
40000	12	61240000	81240000	1.4915249069198653
40000	20	33880000	53880000	1.491138807911338
40000	10	30280000	52320000	1.4909009725111115
40000	10	44480000	64560000	1.4867914972954939
40000	10	30760000	52800000	1.4865469598211678
40000	2	164520000	184520000	1.4856341622965497
40000	4	58800000	78840000	1.4854072490122796
40000	4	133960000	153960000	1.4849717972397312
40000	10	89920000	109920000	1.483617250771088
40000	10	32200000	54240000	1.482897188591629
40000	2	164280000	184280000	1.4799082701361723
40000	10	85840000	105840000	1.4781296430430182
40000	14	24720000	44720000	1.4764864979851566
40000	18	1960000	26960000	1.4751561236129973
40000	6	48880000	70600000	1.4751201132002665
40000	14	25200000	45200000	1.4730223000814728
40000	4	18840000	38840000	1.4730000346032164
40000	10	52720000	72720000	1.4728038126509222
40000	18	12520000	37520000	1.4700535786222064
40000	6	48640000	70360000	1.4694734199763413
40000	20	13960000	36120000	1.46922537431578
40000	14	24960000	44960000	1.4687371057854037
40000	2	169800000	189800000	1.46809903964039
40000	14	24240000	44240000	1.4680474214050454
40000	2	114560000	134600000	1.4674604975625456
40000	6	134360000	154360000	1.4629724178438535
40000	12	24960000	45000000	1.4584458397640947
40000	12	21120000	41160000	1.4579222340632298
40000	10	86080000	106080000	1.4576361815826342
40000	2	164760000	184760000	1.4575047803828671
40000	12	21360000	41400000	1.454804828616907
40000	2	114080000	134120000	1.454278067365174
40000	2	164040000	184040000	1.4511407001469232
40000	14	26400000	46400000	1.4507569573316312
40000	18	11320000	36320000	1.4505047484781193
40000	10	44720000	64800000	1.4501904404868782
40000	2	168840000	188840000	1.4500251138857523
40000	2	126320000	146360000	1.449668543168432
40000	4	57840000	77880000	1.4492739364356577
40000	6	75560000	95560000	1.4492068542443575
40000	6	123080000	143080000	1.4491777678699862
40000	4	56400000	76440000	1.4490954713265616
40000	20	2920000	22920000	1.447915151767677
40000	12	25200000	45240000	1.447547315749911
40000	6	48400000	70120000	1.447305261392023
40000	10	88720000	108720000	1.4460478551281783
40000	6	49120000	70840000	1.4457668244225408
40000	6	79880000	99880000	1.443420029576594
40000	14	50640000	70640000	1.4424896592657943
40000	6	66440000	86440000	1.4423657531854002
40000	10	42320000	62400000	1.4407300716195321
40000	10	85600000	105600000	1.4360924497864653
40000	6	79640000	99640000	1.4353588043060095
40000	4	56880000	76920000	1.4347994296358824
40000	12	20880000	40920000	1.4331101218836932
40000	6	1320000	21320000	1.431465781855125
40000	2	115040000	135080000	1.4304253436259338
40000	12	51640000	71640000	1.4295012119379333
40000	6	121160000	141160000	1.4293962729459402
40000	14	54480000	74480000	1.4281851597198392
40000	12	24240000	44280000	1.4261502078523023
40000	14	25440000	45440000	1.4261107334830705
40000	20	31960000	51960000	1.4251798305010928
40000	4	59080000	79080000	1.4250683386201033
40000	10	32440000	54480000	1.425004526623165
40000	6	76520000	96520000	1.4249749633818338
40000	10	88960000	108960000	1.4245635030546564
40000	10	89200000	109200000	1.4234916703621459
40000	12	62200000	82200000	1.4234413003728903
40000	2	114800000	134840000	1.4230716028171668
40000	10	45680000	65760000	1.4229817287011606
40000	6	48160000	69880000	1.422006969648271
40000	10	85360000	105360000	1.4191216176502002
40000	2	168600000	188600000	1.419114279269202
40000	6	1560000	21560000	1.4176933821804127
40000	6	84440000	104440000	1.4174761523881383
40000	20	3160000	23160000	1.4169149356795832
40000	8	105040000	125040000	1.4168830565748662
40000	2	170040000	190040000	1.4164578687871865
40000	2	129920000	149960000	1.4159395717159455
40000	6	85160000	105160000	1.4158730332440932
40000	12	21600000	41640000	1.4152263472120075
40000	10	86320000	106320000	1.4149785488067217
40000	2	168360000	188360000	1.4137792759799022
40000	20	31720000	51720000	1.4132411180604763
40000	6	9960000	30000000	1.4112845375082201
40000	6	51520000	73240000	1.4112346126017281
40000	10	105280000	125280000	1.4109614763447766
40000	10	33400000	55440000	1.4098315595711093
40000	8	104800000	124800000	1.4098250289814527
40000	10	105040000	125040000	1.4085806377370418
40000	6	51280000	73000000	1.4082513940097101
40000	6	120000	20120000	1.4079821225462166
40000	10	30520000	52560000	1.4074714508708235
40000	6	47920000	69640000	1.4062678075211998
40000	8	104320000	124320000	1.4053990439311048
40000	14	30480000	50480000	1.4049821576761923
40000	2	106840000	127120000	1.4043086375966782
40000	6	76280000	96280000	1.403766976313386
40000	20	18040000	40200000	1.4020163689630067
40000	12	61000000	81000000	1.4009717079690727
40000	10	26440000	48480000	1.4008556710935265
40000	14	86400000	106400000	1.4004268173498595
40000	6	121400000	141400000	1.3992782159159383
40000	6	13560000	33600000	1.3986984989458937
40000	10	90160000	110160000	1.3982499063346978
40000	6	79400000	99400000	1.3966151534734603
40000	14	26160000	46160000	1.394635611103964
40000	6	120920000	140920000	1.3935043677254886
40000	14	25920000	45920000	1.3929070750303953
40000	6	83960000	103960000	1.392408803793673
40000	10	33160000	55200000	1.3915321425636618
40000	12	21840000	41880000	1.3911870101395982
40000	10	102640000	122640000	1.3911629642728374
40000	10	105520000	125520000	1.3910785074380732
40000	18	26160000	46160000	1.3909552583694544
40000	4	56160000	76200000	1.3890732136852197
40000	6	75800000	95800000	1.3886007847635116
40000	10	45440000	65520000	1.3882897672828787
40000	8	104560000	124560000	1.3881205721599688
40000	20	31480000	51480000	1.3877985043523402
40000	10	85120000	105120000	1.3876612663405687
40000	6	51040000	72760000	1.3873978184678233
40000	18	12760000	37760000	1.3871340133228578
40000	20	13480000	35640000	1.3863586788788433
40000	12	20640000	40680000	1.3857632449567623
40000	6	84200000	104200000	1.3856625150141957
40000	2	66960000	86960000	1.3844640357675013
40000	2	115280000	135320000	1.3833999510315984
40000	14	25680000	45680000	1.3828093437363487
40000	8	105280000	125280000	1.3824456135251093
40000	4	71080000	91080000	1.3817507534294435
40000	2	63120000	83120000	1.3813717455743324
40000	10	32680000	54720000	1.3809639459671612
40000	14	50400000	70400000	1.3808226458196886
40000	12	51400000	71400000	1.3799230444600081
40000	10	104800000	124800000	1.378420658177092
40000	20	3400000	23400000	1.3780477500675847
40000	6	14040000	34080000	1.3780067217247411
40000	2	113840000	133880000	1.3772842878739235
40000	10	32920000	54960000	1.3765944516618864
40000	6	76040000	96040000	1.37486029243643
40000	2	62880000	82880000	1.3742958651794535
40000	6	83720000	103720000	1.3730794394969668
40000	2	163800000	183800000	1.3729786135620416
40000	18	2200000	27200000	1.3710427193195376
40000	10	44960000	65040000	1.3706591873308083
40000	6	13800000	33840000	1.3705037183196913
40000	2	168120000	188120000	1.369462274400482
40000	10	102400000	122400000	1.368629736749348
40000	12	13920000	33920000	1.3681151598186185
40000	2	160440000	180440000	1.3676603038701962
40000	14	54720000	74720000	1.3675501769358973
40000	2	130160000	150200000	1.36747246961941
40000	8	104080000	124080000	1.3671384626809922
40000	6	121640000	141640000	1.3653975580877542
40000	12	60760000	80760000	1.3636155001922055
40000	6	1080000	21080000	1.3634654576122787
40000	4	133720000	153720000	1.361797709437503
40000	6	1800000	21800000	1.3617798889358426
40000	6	360000	20360000	1.3617612861035926
40000	6	66680000	86680000	1.360935385071781
40000	10	84880000	104880000	1.3597864139284306
40000	12	15360000	35400000	1.3597339802972603
40000	20	3880000	23880000	1.3594434365069332
40000	20	3640000	23640000	1.3573474727568635
40000	10	52480000	72480000	1.3567469717401295
40000	12	51160000	71160000	1.3560709409797778
40000	10	105760000	125760000	1.3554243144622486
40000	20	31240000	51240000	1.3544490636742585
40000	4	57600000	77640000	1.3543394384562149
40000	14	49440000	69440000	1.35398339006295
40000	4	59320000	79320000	1.3522352791151597
40000	6	49360000	71080000	1.3515813242102832
40000	14	24000000	44000000	1.3506142173489746
40000	2	106600000	126880000	1.3501038506832022
40000	4	86920000	106920000	1.3494179230102856
40000	2	160680000	180680000	1.3492593572267626
40000	14	50160000	70160000	1.3487154119724665
40000	12	25440000	45480000	1.3463191918373851
40000	2	170280000	190280000	1.3446865102206342
40000	20	2680000	22680000	1.3445761109041243
40000	12	24000000	44040000	1.342601349744512
40000	12	54280000	74280000	1.3416690793210189
40000	6	47680000	69400000	1.3411829515036624
40000	6	50800000	72520000	1.341122368023609
40000	10	102160000	122160000	1.338600191535745
40000	4	59560000	79560000	1.3384560736245963
40000	2	160200000	180200000	1.3360832651535368
40000	10	45920000	66000000	1.3353007560515457
40000	2	130680000	150680000	1.3348668873910512
40000	14	49200000	69200000	1.3347976994328292
40000	2	165000000	185000000	1.3334781076965527
40000	12	50920000	70920000	1.3324679876090444
40000	6	75320000	95320000	1.3317636726421334
40000	2	126080000	146120000	1.3312847263029977
40000	4	57120000	77160000	1.3306055322468582
40000	10	45200000	65280000	1.3300188456405002
40000	6	840000	20840000	1.3297768265695058
40000	4	57360000	77400000	1.3292219322814771
40000	2	62640000	82640000	1.3278707173309598
40000	12	22080000	42120000	1.3273768998940951
40000	8	105520000	125520000	1.3270826310173416
40000	20	9400000	31560000	1.3267097549216738
40000	6	122840000	142840000	1.3260859578412862
40000	6	50320000	72040000	1.3253912317951853
40000	14	86160000	106160000	1.3244726924508945
40000	4	19080000	39080000	1.3242482217444917
40000	2	159960000	179960000	1.323461457287208
40000	14	30720000	50720000	1.32316742312537
40000	6	83480000	103480000	1.3231034685824437
