Resolution	ChrNr	START	END	meanS_Euclidean
40000	14	22560000	31440000	0.9621398176032412
40000	4	66280000	85080000	0.9619411585378991
40000	X	27960000	43200000	0.9616216148022702
40000	6	119000000	135880000	0.9597351638384968
40000	2	78000000	103480000	0.959602385496018
40000	14	36000000	44880000	0.9594433305903163
40000	10	96160000	109320000	0.9592099501403267
40000	2	53280000	77280000	0.9591988403065724
40000	X	72680000	87840000	0.9588286517646077
40000	2	79440000	104920000	0.9586440126439161
40000	14	74160000	83040000	0.9586203154208773
40000	6	149240000	166120000	0.9585240730382721
40000	2	77280000	102760000	0.9584444257476733
40000	10	96400000	109560000	0.9584374269553755
40000	4	157720000	176520000	0.9575634152136483
40000	X	118080000	133240000	0.9569597621705368
40000	14	71040000	79920000	0.9557040959269599
40000	20	54520000	60720000	0.9555831584887818
40000	4	59320000	78120000	0.9555144387771589
40000	6	137480000	154360000	0.9548805576193082
40000	18	22320000	29840000	0.9536107082340166
40000	4	157960000	176760000	0.9536058175021326
40000	X	97960000	113120000	0.9535728152386459
40000	18	40320000	47840000	0.953374570138528
40000	4	158200000	177000000	0.9526793087322999
40000	8	114160000	128520000	0.952541916026513
40000	2	80640000	106120000	0.9516675899774496
40000	6	32320000	49200000	0.95148915853434
40000	X	125120000	140280000	0.9512928355153455
40000	2	77040000	102520000	0.9500526056320838
40000	8	97600000	111960000	0.9495056260854408
40000	8	104800000	119160000	0.9493457914959998
40000	X	124880000	140040000	0.9491257885323029
40000	12	34320000	47680000	0.9483329718075466
40000	8	33000000	48320000	0.9482177605642867
40000	18	62640000	70160000	0.9480069463281846
40000	12	38920000	52240000	0.947545761770121
40000	2	76800000	102280000	0.946986380754458
40000	18	66000000	73520000	0.9464873817724316
40000	4	123880000	142680000	0.9461533593339029
40000	4	148360000	167160000	0.9449350247466187
40000	14	35520000	44400000	0.9437515192104615
40000	4	58800000	77640000	0.9435306180600337
40000	8	25320000	39800000	0.9424565915130163
40000	6	137240000	154120000	0.9423966949402068
40000	8	20760000	35120000	0.9417558200042104
40000	14	65520000	74400000	0.941432953487829
40000	10	96880000	110040000	0.9412259688869767
40000	4	89320000	108120000	0.9403864508328422
40000	6	153080000	170000000	0.9388847071359486
40000	X	105240000	120440000	0.9386831055615804
40000	4	58320000	77160000	0.9385048365399947
40000	8	1360000	15920000	0.9385032039002463
40000	X	109560000	124840000	0.937826680662844
40000	18	28800000	36320000	0.9375968734513926
40000	2	78240000	103720000	0.9375796835277725
40000	22	32720000	36320000	0.9374736230333269
40000	10	116080000	129240000	0.9369951723925941
40000	6	47680000	66280000	0.9359829960427772
40000	16	60160000	68040000	0.934894701422914
40000	18	24000000	31520000	0.9348885314671428
40000	12	54280000	67600000	0.9345977544075496
40000	6	137960000	154840000	0.9344984260406038
40000	X	125360000	140520000	0.9344551645554965
40000	4	136600000	155400000	0.9342972333431998
40000	6	100760000	117640000	0.9340630186826816
40000	20	17080000	23280000	0.9338730579124629
40000	X	19080000	34160000	0.9336944210046189
40000	10	75040000	88200000	0.9334676037040803
40000	10	61600000	74760000	0.9333319046988507
40000	4	163000000	181800000	0.9326847870711367
40000	X	125600000	140760000	0.9320868460588322
40000	10	104560000	117720000	0.9318518609088997
40000	6	137720000	154600000	0.9304853503343077
40000	2	76560000	102040000	0.9301679052870999
40000	8	26280000	40760000	0.929584914168402
40000	10	50320000	63480000	0.9290997088608282
40000	X	108600000	123880000	0.9289745515549025
40000	14	97680000	106560000	0.9288428567579426
40000	12	32640000	46000000	0.9280792106010617
40000	4	157480000	176280000	0.9277888485993161
40000	X	44440000	63720000	0.9274656689466338
40000	14	39600000	48480000	0.9273225584330088
40000	14	71280000	80160000	0.926432183184058
40000	2	79200000	104680000	0.9249077017745521
40000	X	41320000	56720000	0.9246409476963037
40000	2	80880000	106360000	0.9237334697773373
40000	X	118320000	133480000	0.9228979740621167
40000	20	49240000	55440000	0.9215528272287402
40000	8	78840000	93240000	0.9207446555565418
40000	2	64800000	88840000	0.919825591123133
40000	2	78480000	103960000	0.9188348664705878
40000	4	34440000	55280000	0.9186572590721496
40000	8	20280000	34640000	0.9182411435417362
40000	10	65200000	78360000	0.9178936564032988
40000	20	45160000	51360000	0.9173288641056224
40000	14	95040000	103920000	0.9162553360715745
40000	12	25200000	38560000	0.9161462404805043
40000	14	39120000	48000000	0.9159580328398912
40000	10	49840000	63000000	0.9157781963928424
40000	12	92440000	105760000	0.9154317861285387
40000	14	39360000	48240000	0.915314626849546
40000	6	32080000	48960000	0.915213730796713
40000	4	123640000	142440000	0.9151376929560046
40000	2	51840000	75840000	0.9149826798166059
40000	2	78960000	104440000	0.9149030555362242
40000	4	39720000	60600000	0.9144706109278244
40000	14	92880000	101760000	0.9144458072930449
40000	12	76360000	89680000	0.914335634649504
40000	8	21000000	35360000	0.9143022732282665
40000	10	50080000	63240000	0.9141193551085981
40000	2	78720000	104200000	0.9139892294714853
40000	2	76320000	101800000	0.9131575845353731
40000	10	61120000	74280000	0.9123623714905588
40000	18	65280000	72800000	0.91184722480225
40000	4	124120000	142920000	0.9110331614588422
40000	6	39280000	56160000	0.9108683282793545
40000	20	14920000	21120000	0.91082895301929
40000	20	42760000	48960000	0.910647635140457
40000	4	59560000	78360000	0.9104448069282322
40000	2	60000000	84000000	0.9104012696615346
40000	4	156760000	175560000	0.9084289884250666
40000	8	40560000	55760000	0.9082841279168378
40000	12	91960000	105280000	0.9080328884657162
40000	4	157000000	175800000	0.9080086370906697
40000	18	62880000	70400000	0.9079040835418529
40000	12	92200000	105520000	0.9077414514910492
40000	6	149000000	165880000	0.9071883611491032
40000	4	123400000	142200000	0.9070947217989968
40000	6	101000000	117880000	0.9068132207179481
40000	4	105400000	124200000	0.9062550151529088
40000	4	157240000	176040000	0.9061577721439708
40000	2	159480000	183480000	0.9056291771370572
40000	X	14280000	29360000	0.9054541084785654
40000	8	67080000	81440000	0.9047314328752765
40000	4	66520000	85320000	0.9045488500377868
40000	X	57240000	76320000	0.9043635159803213
40000	18	24960000	32480000	0.9038527863432041
40000	8	41280000	56480000	0.9033143670911273
40000	6	152840000	169760000	0.9032301657813834
40000	10	49600000	62760000	0.9025155294122458
40000	4	65800000	84600000	0.9018527067640235
40000	4	163240000	182040000	0.9016692289422589
40000	X	107880000	123160000	0.9008354841066449
40000	X	41560000	56960000	0.9006087992258557
40000	10	97120000	110280000	0.9003240663931095
40000	18	26160000	33680000	0.899583869042008
40000	X	39640000	55040000	0.8994096274076178
40000	18	44640000	52160000	0.8994016198788604
40000	6	47440000	66040000	0.8993475651422687
40000	6	12840000	29760000	0.8989717830670593
40000	18	45120000	52640000	0.8987545697740433
40000	20	53320000	59520000	0.8985289967221517
40000	18	44880000	52400000	0.8984270455847782
40000	2	76080000	101560000	0.8982172030524304
40000	4	61000000	79800000	0.8980590228205938
40000	10	36760000	51960000	0.8978164234059139
40000	6	39520000	56400000	0.8975373700191449
40000	10	61360000	74520000	0.8956743836731201
40000	2	81120000	106600000	0.8955884949248687
40000	6	78920000	95800000	0.895377543110725
40000	8	101920000	116280000	0.8952089763957334
40000	4	24600000	43400000	0.8943127430625673
40000	2	17280000	41280000	0.8942300970355737
40000	10	50560000	63720000	0.8934539504125757
40000	14	64080000	72960000	0.8934361428703284
40000	20	45400000	51600000	0.8929141318120761
40000	4	162760000	181560000	0.892588064134988
40000	4	44040000	64920000	0.8924413780103984
40000	16	59920000	67800000	0.8920853580695426
40000	8	104560000	118920000	0.891969012421547
40000	8	31320000	46640000	0.8916131474235437
40000	X	27720000	42960000	0.8900652422866185
40000	X	17880000	32960000	0.8891501114429697
40000	8	101680000	116040000	0.8890720504762966
40000	X	13800000	28880000	0.8888451455875971
40000	X	88840000	104000000	0.8886661498688593
40000	8	20040000	34400000	0.8885450946837686
40000	6	138200000	155080000	0.888436207179398
40000	4	66760000	85560000	0.8884285426938945
40000	8	100960000	115320000	0.8883931322108122
40000	16	60400000	68280000	0.8879077613949188
40000	6	138440000	155320000	0.8876637956433666
40000	4	162520000	181320000	0.8872874896458477
40000	4	67000000	85800000	0.8870771724087944
40000	6	79160000	96040000	0.8868668661034066
40000	12	50440000	63760000	0.8865342460609802
40000	12	93160000	106480000	0.8864784234332898
40000	8	5240000	19760000	0.8862285074940769
40000	12	960000	14280000	0.8858756440163836
40000	X	14040000	29120000	0.885811937133747
40000	6	65960000	82840000	0.8850063012081101
40000	8	41040000	56240000	0.8846907335889435
40000	4	163480000	182280000	0.8845183632490928
40000	8	43920000	59120000	0.8838996317971307
40000	2	81360000	106840000	0.8833966941399217
40000	10	88240000	101400000	0.882308524554788
40000	6	21240000	38160000	0.8819172174475965
40000	18	9160000	21680000	0.8818353423807355
40000	8	63720000	78080000	0.881774485211691
40000	8	5480000	20000000	0.8815671747789103
40000	2	11280000	35280000	0.8811916507393024
40000	2	17040000	41040000	0.8805033484394228
40000	4	67240000	86040000	0.8805021285180835
40000	8	20520000	34880000	0.8795415697024552
40000	6	101240000	118120000	0.8794639453832319
40000	6	47200000	65800000	0.8790649587003901
40000	2	66240000	91440000	0.8789907431202849
40000	18	35520000	43040000	0.87828607264701
40000	2	65040000	89080000	0.8782669066858668
40000	18	37440000	44960000	0.87802958796639
40000	2	75840000	101320000	0.877460784234251
40000	4	86440000	105240000	0.8774469463918065
40000	2	17520000	41520000	0.8774211045523631
40000	X	108360000	123640000	0.8772716151951503
40000	8	40320000	55520000	0.8772136122372981
40000	10	55120000	68280000	0.8770274978943756
40000	2	14400000	38400000	0.8761137044422345
40000	8	101440000	115800000	0.8759150003492046
40000	2	211800000	235800000	0.8757966833412688
40000	6	98360000	115240000	0.8754627530674505
40000	20	26240000	34560000	0.8750905785091431
40000	4	124360000	143160000	0.874528379464269
40000	6	137000000	153880000	0.8740371388763726
40000	4	161320000	180120000	0.874001749333376
40000	8	26520000	41000000	0.8739910418988671
40000	6	46960000	65560000	0.8737621029753709
40000	6	6360000	23240000	0.8737566242890241
40000	6	152120000	169040000	0.8735739413973885
40000	6	6120000	23000000	0.873561529018042
40000	14	47280000	56160000	0.8728745010665042
40000	12	105640000	118960000	0.8719698358781313
40000	10	49360000	62520000	0.8717124453022992
40000	8	62520000	76880000	0.8712561724611302
40000	X	125840000	141000000	0.8709429270785428
40000	14	78960000	87840000	0.8706606009782317
40000	4	158440000	177240000	0.8706484794850672
40000	X	105000000	120200000	0.8703093903788743
40000	12	7680000	21000000	0.8701704380241077
40000	2	53520000	77520000	0.8700009394263309
40000	12	91720000	105040000	0.8699755307323042
40000	14	70800000	79680000	0.8695843441395658
40000	8	41520000	56720000	0.8694225345725163
40000	14	97440000	106320000	0.8688490682884211
40000	8	36360000	51680000	0.8683850348309351
40000	8	100000000	114360000	0.8681487182231035
40000	8	15240000	29600000	0.8680498958126354
40000	X	114840000	130120000	0.8674967216812485
40000	8	1600000	16160000	0.8671810300718138
40000	12	4560000	17880000	0.867031258698935
40000	4	17640000	36440000	0.866538045888856
40000	8	11600000	26000000	0.8664491011471654
40000	8	21240000	35600000	0.8662475411062515
40000	4	139000000	157800000	0.8662200035896964
40000	2	176040000	200040000	0.8661209126925069
40000	4	148120000	166920000	0.8658903295132502
40000	4	162280000	181080000	0.8657924163307289
40000	4	24360000	43160000	0.8655673547195716
40000	14	41520000	50400000	0.8655570012869293
40000	18	5800000	13320000	0.865470809836893
40000	14	38880000	47760000	0.8653698673071868
40000	4	149800000	168600000	0.8650331235284666
40000	4	24840000	43640000	0.8648867562388384
40000	10	117040000	130200000	0.8641477251797883
40000	10	96640000	109800000	0.8638250361928642
40000	18	22080000	29600000	0.8631513224087053
40000	2	11520000	35520000	0.8625687088264185
40000	18	14440000	26960000	0.8623582421720527
40000	18	24480000	32000000	0.8616553460248744
40000	8	41760000	56960000	0.8610572837192262
40000	10	74800000	87960000	0.8609553430773631
40000	12	32880000	46240000	0.860895413301814
40000	8	102160000	116520000	0.8606671110759047
40000	4	107560000	126360000	0.8604399200298468
40000	X	108120000	123400000	0.8597728283892296
40000	2	81600000	107080000	0.8597482421738095
40000	10	88000000	101160000	0.8585678916688155
40000	2	175800000	199800000	0.857880147353527
40000	6	78680000	95560000	0.8577325894820182
40000	4	44280000	65160000	0.857666088104546
40000	6	39760000	56640000	0.8575730031584209
40000	4	123160000	141960000	0.8569504130614917
40000	14	74400000	83280000	0.8569025544381712
40000	8	103840000	118200000	0.8567755507097199
40000	4	163720000	182520000	0.8566268267248961
40000	8	102400000	116760000	0.8564415954631376
40000	8	42000000	57200000	0.8564105804325569
40000	8	77160000	91560000	0.8564035918986822
40000	4	43800000	64680000	0.8562555049870145
40000	2	14160000	38160000	0.856046740952409
40000	4	64120000	82920000	0.8558862010059655
40000	2	176280000	200280000	0.8558217890186629
40000	20	49960000	56160000	0.8552609308129512
40000	8	104080000	118440000	0.855225437242348
40000	18	63120000	70640000	0.8551686114553458
40000	2	177000000	201000000	0.8547182861748887
40000	8	63480000	77840000	0.8547078735416541
40000	20	54760000	60960000	0.8545983198272045
40000	10	116320000	129480000	0.8544299509052964
40000	10	60880000	74040000	0.8542172140531266
40000	6	4680000	21560000	0.8542078884239875
40000	2	177240000	201240000	0.8540495954042564
40000	4	108280000	127080000	0.8539520663027359
40000	8	36120000	51440000	0.8538444523911322
40000	6	31840000	48720000	0.8536883951337053
40000	X	89080000	104240000	0.8530694381923262
40000	2	176520000	200520000	0.8530216217882125
40000	18	51840000	59360000	0.8530008146658595
40000	2	11040000	35040000	0.8526662542872936
40000	8	40800000	56000000	0.8524591673989314
40000	14	24960000	33840000	0.8522276236617318
40000	2	176760000	200760000	0.8520903501313571
40000	4	67480000	86280000	0.8513405075695567
40000	10	116560000	129720000	0.8505913868468241
40000	X	97240000	112400000	0.8503932046217125
40000	4	163960000	182760000	0.8502260295847583
40000	6	4440000	21320000	0.850180221403975
40000	6	46720000	65320000	0.8500372739087277
40000	6	152600000	169520000	0.8495582929893736
40000	4	64360000	83160000	0.8490586574267688
40000	18	15400000	27920000	0.8489903005762337
40000	2	16800000	40800000	0.8483440859779113
40000	6	6600000	23480000	0.8465084195017821
40000	14	88800000	97680000	0.8464698189759483
40000	8	104320000	118680000	0.8463427211817546
40000	8	101200000	115560000	0.8461410321798964
40000	6	80120000	97000000	0.8457211740372429
40000	8	5720000	20240000	0.8457116814776912
40000	8	21480000	35840000	0.8454841146111237
40000	6	4200000	21080000	0.8453413662764732
40000	8	100720000	115080000	0.8444276012692518
40000	X	102360000	117560000	0.8433582872304138
40000	10	49120000	62280000	0.8432486153158228
40000	6	148760000	165640000	0.8429452972449588
40000	4	161560000	180360000	0.8429321294661265
40000	12	76600000	89920000	0.8423935261650088
40000	6	152360000	169280000	0.8422958816555699
40000	4	105160000	123960000	0.8420413279824163
40000	2	14640000	38640000	0.8420159192769835
40000	14	35280000	44160000	0.8415288487261879
40000	20	41800000	48000000	0.8413991104583173
40000	10	116800000	129960000	0.8411439573161589
40000	2	66000000	90240000	0.8409397857878678
40000	2	75600000	101080000	0.8408496775154428
40000	X	13560000	28640000	0.8407563475092487
40000	22	32480000	36080000	0.839721187083645
40000	2	17760000	41760000	0.8396312022576268
40000	4	58080000	76920000	0.8390501027452224
40000	6	6840000	23720000	0.8386472417817744
40000	X	39880000	55280000	0.838474783987166
40000	2	177480000	201480000	0.8382008686446415
40000	8	116560000	130920000	0.8376845441613128
40000	2	178200000	202200000	0.8372875336947886
40000	6	126680000	143560000	0.8372410466387517
40000	4	138040000	156840000	0.8366307198654307
40000	2	66480000	91680000	0.8360886993661033
40000	2	177960000	201960000	0.8360442129390608
40000	12	24720000	38080000	0.8357419984958412
40000	8	37800000	53120000	0.8340725314861416
40000	18	65040000	72560000	0.83400619845625
40000	6	4920000	21800000	0.8339651900736073
40000	10	47600000	60840000	0.8334418558622887
40000	22	46880000	50480000	0.8328813976546051
40000	4	161080000	179880000	0.8328764680809408
40000	8	29880000	44640000	0.8327742879964312
40000	4	162040000	180840000	0.8323473405851572
40000	10	37000000	52200000	0.8320623889659423
40000	2	81840000	107320000	0.8318924441313907
40000	14	96720000	105600000	0.8315975236133449
40000	6	12600000	29520000	0.8313676481802786
40000	20	44920000	51120000	0.8312157513245498
40000	20	23800000	32160000	0.8310328514857481
40000	2	177720000	201720000	0.830767786463396
40000	8	97360000	111720000	0.8304584341738077
40000	20	49000000	55200000	0.8300942928769678
40000	6	5880000	22760000	0.8297839698267069
40000	8	40080000	55280000	0.8295792820876895
40000	22	33680000	37280000	0.8295005018995791
40000	2	178440000	202440000	0.8294856913282781
40000	14	96960000	105840000	0.8291184479055828
40000	8	36600000	51920000	0.8285052718621381
40000	20	43000000	49200000	0.8280989128462904
40000	8	37560000	52880000	0.8277973222484826
40000	20	23560000	31920000	0.8275181368489154
40000	4	6240000	25160000	0.8273439276155775
40000	8	35880000	51200000	0.827318742700752
40000	2	65280000	89320000	0.8270966849664299
40000	12	5040000	18360000	0.8269301911875239
40000	12	116920000	130240000	0.8267089126042592
40000	18	2200000	9720000	0.8266242616140135
40000	14	97200000	106080000	0.826437495933038
40000	10	29080000	44200000	0.8258412427539271
40000	10	108640000	121800000	0.8258286775977813
40000	14	76800000	85680000	0.8252188896049139
40000	6	46480000	65080000	0.8251698740406042
40000	8	38040000	53360000	0.8243485201039632
40000	8	102640000	117000000	0.8243406945840167
40000	2	175320000	199320000	0.8240013433703632
40000	2	13920000	37920000	0.8239056688586528
40000	X	27480000	42720000	0.8237229085123595
40000	12	39160000	52480000	0.8234335922984429
40000	14	43200000	52080000	0.8232136496777801
40000	8	22680000	37040000	0.8232101135972502
40000	6	126440000	143320000	0.8231867474899465
40000	18	29040000	36560000	0.8228820100023038
40000	10	47360000	60600000	0.822781816213975
40000	12	50200000	63520000	0.8226880083376361
40000	4	61240000	80040000	0.8218031431018519
40000	14	56640000	65520000	0.8216961299870005
40000	10	74560000	87720000	0.8215913169417144
40000	X	5880000	20960000	0.8215673327989176
40000	2	51600000	75600000	0.8212151634549832
40000	10	104800000	117960000	0.8208542516781735
40000	8	21720000	36080000	0.8203543382039763
40000	8	37080000	52400000	0.8202861037517465
40000	4	60760000	79560000	0.8199904782938274
40000	4	24120000	42920000	0.8199542898404037
40000	12	720000	14040000	0.8191882648664502
40000	10	50800000	63960000	0.8189795748824406
40000	4	43560000	64440000	0.818913784826393
40000	10	87760000	100920000	0.8188844979417703
40000	4	59800000	78600000	0.8182540893092353
40000	10	100720000	113880000	0.8177174322642236
40000	10	65440000	78600000	0.8176012254430028
40000	X	6120000	21200000	0.817211496100394
40000	4	41160000	62040000	0.8169540990810963
40000	2	82800000	108280000	0.8167651291531285
40000	X	118560000	133720000	0.8164388338077484
40000	8	37320000	52640000	0.8162513374773389
40000	X	124640000	139800000	0.8153713966738136
40000	6	149720000	166600000	0.8152462580747123
40000	4	27240000	46040000	0.8147727564662705
40000	8	36840000	52160000	0.8142820044005098
40000	2	11760000	35760000	0.8140006846736455
40000	4	139240000	158040000	0.8139042600367355
40000	8	1840000	16400000	0.8138521912803567
40000	4	25080000	43880000	0.813499369345501
40000	10	48880000	62040000	0.8132974812524697
40000	6	46240000	64840000	0.8131531872737227
40000	14	38160000	47040000	0.8127288413448421
40000	4	65560000	84360000	0.812575531711612
40000	6	12360000	29280000	0.8123080571767938
40000	2	10800000	34800000	0.8122616072550654
40000	2	82080000	107560000	0.8118318258694073
40000	14	38640000	47520000	0.8117861115666155
40000	2	175560000	199560000	0.8112163146181408
40000	4	122920000	141720000	0.8108006183214567
40000	8	38280000	53600000	0.8106455915580654
40000	10	47920000	61080000	0.8102410903128995
40000	6	5640000	22520000	0.8100577505166088
40000	4	124600000	143400000	0.8099088433081492
40000	14	88560000	97440000	0.8096069983237415
40000	2	82320000	107800000	0.8095374952360008
40000	8	35640000	50960000	0.8093515003775718
40000	6	78440000	95320000	0.8091919302574739
40000	2	175080000	199080000	0.8085955009606872
40000	14	22320000	31200000	0.8085659902861257
40000	12	34080000	47440000	0.8082984851760396
40000	12	97480000	110800000	0.8079165605719457
40000	2	65760000	90000000	0.8078728712645803
40000	2	82560000	108040000	0.807872765969309
40000	8	5000000	19520000	0.8075163782161509
40000	20	21400000	29640000	0.8074875861557068
40000	X	109800000	125080000	0.807467115665324
40000	8	111520000	125880000	0.8072778931968347
40000	2	16560000	40560000	0.8068818272781207
40000	4	161800000	180600000	0.8068609346117018
40000	14	89040000	97920000	0.8067876399341424
40000	18	63360000	70880000	0.8066775519058837
40000	X	97480000	112640000	0.8064524619640078
40000	6	119240000	136120000	0.8062880022286861
40000	4	136360000	155160000	0.8060965706417681
40000	14	49440000	58320000	0.8060956082876835
40000	8	103600000	117960000	0.8058765465581667
40000	6	31600000	48480000	0.8054041069303972
40000	8	42240000	57440000	0.8052935754554486
40000	8	25080000	39560000	0.8038819787553599
40000	6	138680000	155560000	0.8031609942720497
40000	4	45000000	65880000	0.8028720889837827
40000	2	65520000	89760000	0.8023767888293766
40000	4	40440000	61320000	0.802321039509278
40000	18	66240000	73760000	0.8022996564433007
40000	18	14680000	27200000	0.8022285100257105
40000	X	124160000	139320000	0.8012504244497061
40000	8	26760000	41240000	0.8011176862713155
40000	8	22920000	37280000	0.80106393884338
40000	4	60040000	78840000	0.8007576246492941
40000	8	30840000	46160000	0.8002703851718739
40000	4	133000000	151800000	0.7999462083567171
40000	14	49200000	58080000	0.7998252497389826
40000	18	2440000	9960000	0.79961131126626
40000	4	108520000	127320000	0.7994004260813364
40000	12	33120000	46480000	0.7992863077842963
40000	10	48400000	61560000	0.7984447347571407
40000	4	23880000	42680000	0.7984308395402863
40000	4	27720000	46520000	0.7984040577020043
40000	4	164200000	183000000	0.7981700278676488
40000	2	75360000	100840000	0.7980159950532458
40000	14	49680000	58560000	0.7977656141760439
40000	8	33240000	48560000	0.7971591546192395
40000	6	7080000	23960000	0.7964678481145976
40000	2	14880000	38880000	0.7963061314659704
40000	10	81520000	94680000	0.795834086605942
40000	6	21480000	38400000	0.7957930067754998
40000	2	12000000	36000000	0.795716496415956
40000	2	13680000	37680000	0.7951767702836042
40000	10	55360000	68520000	0.7950661400909493
40000	10	119440000	132600000	0.7949437914842248
40000	4	86200000	105000000	0.7948738474801584
40000	10	48160000	61320000	0.7947039655537265
40000	10	48640000	61800000	0.7944269007543371
40000	2	83040000	108520000	0.7941727904266269
40000	4	27480000	46280000	0.7938050922436372
40000	14	56880000	65760000	0.793790201961051
40000	X	124400000	139560000	0.7937596437087393
40000	2	59760000	83760000	0.7936723889174949
40000	6	126200000	143080000	0.7930678979606188
40000	4	60280000	79080000	0.7924823116281071
40000	6	151880000	168800000	0.7920490808246011
40000	4	67720000	86520000	0.7904116239707086
40000	X	13320000	28400000	0.7897029757260133
40000	12	76840000	90160000	0.7889942887275748
40000	X	97720000	112880000	0.7888463959794753
40000	18	71280000	78800000	0.7887158015615491
40000	10	95920000	109080000	0.7881299317764202
40000	X	72440000	87600000	0.7880709221982903
40000	12	24960000	38320000	0.7880397334388579
40000	10	47120000	60360000	0.7879712577917869
40000	2	66960000	92200000	0.7878688039327582
40000	8	19800000	34160000	0.78776935885669
40000	X	16440000	31520000	0.7876259738352008
40000	16	29800000	48600000	0.7874167080917657
40000	4	108040000	126840000	0.7873396911850916
40000	8	19320000	33680000	0.7871119638715754
40000	4	57840000	76680000	0.7869134327418373
40000	8	5960000	20480000	0.7865923221369305
40000	4	156520000	175320000	0.7859532600548662
40000	12	24480000	37840000	0.7859335587343921
40000	10	40800000	54840000	0.7857297068175727
40000	18	14920000	27440000	0.7851821277030248
40000	X	40120000	55520000	0.7851438217716545
40000	4	40680000	61560000	0.785006270281957
40000	6	12120000	29040000	0.7846944438393463
40000	4	122680000	141480000	0.7846721181970082
40000	4	44520000	65400000	0.7843144671526104
40000	10	119680000	132840000	0.7841617756718265
40000	20	34600000	40800000	0.7840196452688791
40000	6	66200000	83080000	0.7838177518309731
40000	12	4800000	18120000	0.7836683757993708
40000	6	5160000	22040000	0.7836185973620097
40000	8	38520000	53840000	0.7831334553891329
40000	18	37680000	45200000	0.7829062729958972
40000	8	35400000	50720000	0.7818701278215721
40000	4	17400000	36200000	0.7810925373054068
40000	8	2080000	16640000	0.7809848861165496
40000	12	33600000	46960000	0.780952665154345
40000	2	12720000	36720000	0.7806362917820215
40000	6	78200000	95080000	0.7802397326002652
40000	12	33360000	46720000	0.7796454077556115
40000	4	39960000	60840000	0.7792600831796778
40000	2	178680000	202680000	0.7791217803981083
40000	4	40200000	61080000	0.779119791896313
40000	14	83520000	92400000	0.7790890742166697
40000	16	29560000	48360000	0.7786085356052412
40000	4	23400000	42200000	0.778203925974713
40000	2	12240000	36240000	0.7780070450152609
40000	2	12480000	36480000	0.7779261596366392
40000	4	63880000	82680000	0.7779163187515286
40000	14	20640000	29520000	0.7773045335840637
40000	8	62280000	76640000	0.7770509880612129
40000	4	23640000	42440000	0.7768120682602713
40000	4	133240000	152040000	0.7764399587767169
40000	10	88480000	101640000	0.776305740755041
40000	14	74640000	83520000	0.775661074972751
40000	2	18000000	42000000	0.7756561543533745
40000	X	89320000	104480000	0.7755831533586491
40000	10	37240000	52440000	0.7752305111868371
40000	10	119920000	133080000	0.7748132170663925
40000	X	40360000	55760000	0.7743093886769383
40000	X	6360000	21440000	0.7739196396549376
40000	18	71040000	78560000	0.7736291797863059
40000	2	211560000	235560000	0.773397167355812
40000	4	27000000	45800000	0.7732912788538164
40000	14	18280000	27360000	0.7730375333205511
40000	6	136760000	153640000	0.7721985253168008
40000	22	11360000	17960000	0.7719752426006369
40000	6	126920000	143800000	0.7719320874543604
40000	8	67320000	81680000	0.7719091062864668
40000	8	19560000	33920000	0.771906325472826
40000	4	40920000	61800000	0.7717108647501739
40000	10	97360000	110520000	0.7715418475047368
40000	16	2640000	10520000	0.7713960800265931
40000	4	41400000	62280000	0.7713194704679048
40000	6	46000000	64600000	0.7705316648205088
40000	18	63840000	71360000	0.770395478911765
40000	2	13440000	37440000	0.7702621156188117
40000	12	54520000	67840000	0.7702409073213916
40000	X	16200000	31280000	0.7702149195652201
40000	22	21640000	25760000	0.7695130690538443
40000	8	19080000	33440000	0.7692110751376449
40000	6	5400000	22280000	0.7690315167010682
40000	4	65320000	84120000	0.7688567849138505
40000	4	107800000	126600000	0.7687597193966513
40000	6	3960000	20840000	0.7687426776540636
40000	10	51040000	64200000	0.7680894959157755
40000	4	17880000	36680000	0.7680414238061374
40000	4	45240000	66120000	0.7675594626981032
40000	10	54880000	68040000	0.7675308282609715
40000	2	170520000	194520000	0.767247464114492
40000	8	129520000	143880000	0.7668199292735114
40000	8	102880000	117240000	0.766804744067262
40000	4	138760000	157560000	0.766526839769272
40000	2	51360000	75360000	0.7647838130311048
40000	4	44760000	65640000	0.7647821878754696
40000	6	139160000	156040000	0.7647594722321811
40000	14	89280000	98160000	0.7647388000349183
40000	6	7320000	24200000	0.7647045989454796
40000	2	66720000	91960000	0.7645263853086303
40000	22	46400000	50000000	0.7640982809065417
40000	14	96480000	105360000	0.763927269659733
40000	8	100480000	114840000	0.7635745742534432
40000	20	37240000	43440000	0.7612106754538779
40000	2	83280000	108760000	0.7610321547370531
40000	10	117280000	130440000	0.7607283174775485
40000	12	33840000	47200000	0.7604107868807407
40000	4	64600000	83400000	0.7600855341316346
40000	22	45680000	49280000	0.7596962764892461
40000	18	29280000	36800000	0.7591736910077637
40000	6	138920000	155800000	0.7589662884668877
40000	4	27960000	46760000	0.7589591725752934
40000	4	43320000	64200000	0.7587725217801422
40000	14	79200000	88080000	0.7585923054458235
40000	16	33320000	51720000	0.758451470137826
40000	8	103360000	117720000	0.7577972926920985
40000	6	101480000	118360000	0.7577576718634417
40000	X	57960000	77040000	0.7575175839894687
40000	X	97000000	112160000	0.7573793933582942
40000	14	76560000	85440000	0.7571222420960472
